"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44398","TC_LGN_02 Pengguna dapat Login Aplikasi Fore Coffee","","Mon Jun 23 14:48:47 WIB 2025","passed","Mon Jun 23 14:49:31 WIB 2025","","Login","",""
